total_return,cagr,max_drawdown,sharpe,sortino,volatility,win_rate,avg_win_loss_ratio,profit_factor,expectancy,exposure,trades_count,turnover_avg,market,symbol,strategy,fold,period_start,period_end
-0.012207719317871013,-0.050279882890769345,-0.013841817092367092,-1.9807325573368881,-2.640033652944102,0.025873351789267876,0.3,1.5578871409139112,0.6676659175345334,-0.00034073496801707674,0.5,39,0.04903471706666616,us_equity,A,policy,0,2021-10-28 13:30:00+00:00,2022-01-24 14:30:00+00:00
-0.18556159355999868,-0.577715995759322,-0.1949399003955148,-3.695683583635932,-5.546181497412556,0.22593191168870913,0.4,0.8397378438070254,0.5598252292046837,-0.003313384353362878,1.0,1,0.016666666666666666,us_equity,A,buy_hold,0,2021-10-28 13:30:00+00:00,2022-01-24 14:30:00+00:00
-0.04656023535902076,-0.18147547650512252,-0.136668067583133,-1.1393707188309092,-1.5027598616219424,0.1638812175699066,0.4838709677419355,0.8379945874451314,0.7856199257298108,-0.0014341126011175806,0.5166666666666667,3,0.08333333333333333,us_equity,A,ma_crossover,0,2021-10-28 13:30:00+00:00,2022-01-24 14:30:00+00:00
-0.282612622186184,-0.7521632697107714,-0.31300127761987906,-6.1469498003681835,-8.858573528979564,0.22226853798389118,0.3389830508474576,0.7454035790687342,0.3822582456762739,-0.005513613983810365,0.9833333333333333,28,0.9166666666666666,us_equity,A,naive_prev_bar,0,2021-10-28 13:30:00+00:00,2022-01-24 14:30:00+00:00
-0.00846510063569983,-0.035074863083084495,-0.10746272036215787,-0.050805093289003414,-0.09008191693689664,0.2212918001289541,0.4666666666666667,1.1336267623848746,0.9919234170867652,-4.4614089482710416e-05,1.0,3,0.08333333333333333,us_equity,A,lux_machine_supertrend,0,2021-10-28 13:30:00+00:00,2022-01-24 14:30:00+00:00
-0.008417887535501434,-0.03488187499143558,-0.01663277464798485,-1.2095741918879352,-1.1326284023051414,0.02900288159320455,0.5172413793103449,0.7276448535532208,0.7796194859498795,-0.0002307409949131047,0.48333333333333334,37,0.03762043859270739,us_equity,A,policy,1,2022-01-25 14:30:00+00:00,2022-04-20 13:30:00+00:00
-0.03768386702602555,-0.14899008487433196,-0.10543760088789,-0.4037686850676483,-0.7183947778688242,0.2930242482594619,0.5,0.9405397937923947,0.9405397937923948,-0.00046950006116134625,1.0,1,0.016666666666666666,us_equity,A,buy_hold,1,2022-01-25 14:30:00+00:00,2022-04-20 13:30:00+00:00
-0.17333018530370392,-0.550432678109505,-0.19762163253697473,-3.8200292948054844,-5.274790866665217,0.20352071743798186,0.2903225806451613,1.0852820897969737,0.44397903673512557,-0.005971237348025498,0.5166666666666667,3,0.08333333333333333,us_equity,A,ma_crossover,1,2022-01-25 14:30:00+00:00,2022-04-20 13:30:00+00:00
0.04704957551090061,0.21300454815876657,-0.12544418656034773,0.7994731008536902,1.3830323669025408,0.2966286024436084,0.5084745762711864,1.09430126113771,1.132035787383838,0.0009570080250100397,0.9833333333333333,30,0.9833333333333333,us_equity,A,naive_prev_bar,1,2022-01-25 14:30:00+00:00,2022-04-20 13:30:00+00:00
-0.1536151556838835,-0.5036533579158355,-0.20409263110280107,-2.2428231834622587,-3.8539668540846908,0.2927525629052432,0.43333333333333335,0.9273381802201627,0.7091409613448303,-0.002605524742467746,1.0,3,0.08333333333333333,us_equity,A,lux_machine_supertrend,1,2022-01-25 14:30:00+00:00,2022-04-20 13:30:00+00:00
-0.012025982273734526,-0.04954579070188647,-0.012779821635211852,-5.113906973538117,-5.26698639613466,0.009926045094982476,0.37142857142857144,0.6089645041528579,0.35984266154487055,-0.00030584715185478096,0.5833333333333334,47,0.029217253105442806,us_equity,A,policy,2,2022-04-21 13:30:00+00:00,2022-07-18 13:30:00+00:00
0.01380754821700414,0.05928588584412431,-0.07444493214878134,0.3396608285560364,0.566285697535479,0.331686207735554,0.55,0.8625945291234451,1.0542822022619887,0.0004470667148415413,1.0,1,0.016666666666666666,us_equity,A,buy_hold,2,2022-04-21 13:30:00+00:00,2022-07-18 13:30:00+00:00
-0.12597304283225408,-0.4319268330566117,-0.1753424942318279,-2.659042742742507,-3.681107607162692,0.2045828494205061,0.3225806451612903,1.1568787278607384,0.5508946323146374,-0.00417814547650676,0.5166666666666667,3,0.08333333333333333,us_equity,A,ma_crossover,2,2022-04-21 13:30:00+00:00,2022-07-18 13:30:00+00:00
-0.0126887906888703,-0.05222099396537616,-0.09736540881699363,-0.002955538070536207,-0.005568187495754254,0.3252469041640918,0.5254237288135594,0.9027948900375286,0.9995229139701208,-3.8792558820846534e-06,0.9833333333333333,30,0.9833333333333333,us_equity,A,naive_prev_bar,2,2022-04-21 13:30:00+00:00,2022-07-18 13:30:00+00:00
-0.07462117338840635,-0.2779917753781066,-0.18324559996248524,-0.7956780183923013,-1.6453544896566192,0.33790414439337463,0.4,1.321588977778903,0.8810593185192687,-0.001066916269910581,1.0,3,0.08333333333333333,us_equity,A,lux_machine_supertrend,2,2022-04-21 13:30:00+00:00,2022-07-18 13:30:00+00:00
-0.0046662693440455705,-0.01945250949944788,-0.008829407929323296,-1.206932732232115,-1.5932510835907616,0.016167209900574468,0.5,0.8410741006223775,0.8410741006223775,-8.490209886728717e-05,0.6666666666666666,48,0.03552711526146832,us_equity,A,policy,3,2022-07-19 13:30:00+00:00,2022-10-11 13:30:00+00:00
