market,instrument_id,name,status,recommended_action,alerts,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,factor_support_count,hard_filter_pass
us_equity,us_equity:a,Agilent Technologies,Watch,Monitor/Reduce,predicted_change_non_positive,-0.01742435830441058,Short,0.2921107833168347,-0.2921107833168347,0.015424358304410581,1.9923643339378712,short_signal,0.0,0.0,0.0,0.0,0.0,low,False,True,nan,1,True
us_equity,us_equity:aapl,Apple Inc.,Active,Keep/Open,,0.0021049394155205903,Flat,0.0,0.0,0.00010493941552059023,0.028942289519580063,probability_neutral,,,,,,low,False,True,nan,3,True
us_equity,us_equity:abbv,AbbVie,Watch,Monitor/Reduce,,0.004277577528647658,Long,0.09987279988322774,0.09987279988322774,0.002277577528647658,0.49999659208377434,long_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:abnb,Airbnb,Watch,Monitor/Reduce,predicted_change_non_positive,-0.016981759765830717,Short,0.2443580531203926,-0.2443580531203926,0.014981759765830717,1.8193099605870913,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:abt,Abbott Laboratories,Watch,Monitor/Reduce,,0.008394095564295823,Long,0.14052653555247815,0.14052653555247815,0.0063940955642958226,0.7160427956703139,long_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:acgl,Arch Capital Group,Watch,Monitor/Reduce,predicted_change_non_positive,-0.003869063807342088,Flat,0.0,0.0,0.001869063807342088,0.18305611385422815,short_edge_below_threshold,,,,,,low,False,True,nan,3,True
us_equity,us_equity:acn,Accenture,Watch,Monitor/Reduce,predicted_change_non_positive,-0.010928869210256043,Short,0.1534855961834953,-0.1534855961834953,0.008928869210256042,2.133999741251194,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adbe,Adobe Inc.,Watch,Monitor/Reduce,predicted_change_non_positive,-0.0333764775555031,Short,0.30020315824524374,-0.30020315824524374,0.0313764775555031,8.219852899109746,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adi,Analog Devices,Active,Keep/Open,,0.017117625844607742,Long,0.2807154094766995,0.2807154094766995,0.015117625844607742,4.984885798367892,long_signal,,,,,,low,False,True,nan,2,True
us_equity,us_equity:adm,Archer Daniels Midland,Active,Keep/Open,,0.013301873068031211,Long,0.2546965632363596,0.2546965632363596,0.011301873068031211,0.77779490109285,long_signal,,,,,,low,False,True,nan,2,True
