market,instrument_id,name,status,recommended_action,alerts,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,factor_support_count,hard_filter_pass
us_equity,us_equity:a,Agilent Technologies,Watch,Monitor/Reduce,predicted_change_non_positive,-0.02023560287561721,Short,0.31339299445547736,-0.31339299445547736,0.018235602875617207,2.3403572062759403,short_signal,0.0,0.0,0.0,0.0,0.0,low,False,True,nan,1,True
us_equity,us_equity:aapl,Apple Inc.,Active,Keep/Open,,0.00747378207725613,Long,0.193283462698293,0.193283462698293,0.00547378207725613,1.527814684493345,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:abbv,AbbVie,Active,Keep/Open,,0.008322797536234106,Long,0.1842584725111324,0.1842584725111324,0.0063227975362341055,1.400847361830795,long_signal,,,,,,low,False,True,nan,2,True
us_equity,us_equity:abnb,Airbnb,Watch,Monitor/Reduce,predicted_change_non_positive,-0.027145337585603002,Short,0.29253410288313414,-0.29253410288313414,0.025145337585603,2.9829913977800837,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:abt,Abbott Laboratories,Watch,Monitor/Reduce,,0.008493181453507193,Long,0.14190835872296242,0.14190835872296242,0.0064931814535071925,0.7273012684782727,long_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:acgl,Arch Capital Group,Watch,Monitor/Reduce,predicted_change_non_positive,-0.011943621794684223,Short,0.2048638222533528,-0.2048638222533528,0.009943621794684223,0.9557610396614581,short_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:acn,Accenture,Watch,Monitor/Reduce,predicted_change_non_positive,-0.027360261529850383,Short,0.23671508018743645,-0.23671508018743645,0.02536026152985038,5.8313385980884975,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adbe,Adobe Inc.,Watch,Monitor/Reduce,predicted_change_non_positive,-0.04007867389481545,Short,0.3030789581103858,-0.3030789581103858,0.03807867389481545,9.819156872024537,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adi,Analog Devices,Active,Keep/Open,,0.022439631134923976,Long,0.3452529310090167,0.3452529310090167,0.020439631134923975,6.822953269148972,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:adm,Archer Daniels Midland,Active,Keep/Open,,0.01714506097974544,Long,0.29471330599461365,0.29471330599461365,0.015145060979745441,1.0512187380670008,long_signal,,,,,,low,False,True,nan,2,True
