symbol,name,display,market,pool_key,provider,snapshot_symbol,instrument_id,name_snap,market_snap,symbol_snap,provider_snap,timezone,horizon_label,current_price,predicted_price,predicted_change_pct,predicted_change_abs,expected_date_market,expected_date_utc,model_base_price,q10_change_pct,q50_change_pct,q90_change_pct,price_source,prediction_method,size_factor,value_factor,growth_factor,momentum_factor,reversal_factor,low_vol_factor,size_factor_source,value_factor_source,growth_factor_source,market_cap_usd,history_bars,history_missing_rate,generated_at_utc,prediction_available,risk_factors_available,behavior_factors_available,factors_available,history_ok,missing_ok,liquidity_ok,hard_filter_pass,liquidity_score,data_quality_score,history_score,coverage_score,total_score_raw,total_score,factor_support_count,signal_pass,status,recommended_action,alerts,news_score_30m,news_count_30m,news_score_120m,news_count_120m,news_score_1440m,news_count_1440m,news_burst_zscore,news_pos_neg_ratio,news_conflict_score,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,timestamp_utc,news_latest_headlines,news_latest_providers,news_last_available_at_utc,market_type,volatility_score,confidence_score,p_up,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_cost_pct,policy_uncertainty_width,policy_p_up_used,policy_prob_strength,policy_confidence_used,policy_risk_scale,policy_allow_short,policy_reason,policy_p_up_source,news_gate_enabled,news_score_2h,news_score_24h,news_score_30m_news,news_count_30m_news,news_score_120m_news,news_count_120m_news,news_score_1440m_news,news_count_1440m_news,news_burst_zscore_news,news_pos_neg_ratio_news,news_conflict_score_news,news_risk_level_news,news_event_risk_news,news_gate_pass_news,news_reason_codes_news,timestamp_utc_news,news_latest_headlines_news,news_latest_providers_news,news_last_available_at_utc_news
A,Agilent Technologies,A Agilent Technologies,us_equity,sp500,yahoo,A,us_equity:a,Agilent Technologies,us_equity,A,yahoo,America/New_York,3d,128.3249969482422,125.72175025689052,-0.0202863569317024,-2.6032466913516714,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,128.3249969482422,-0.0551462635124722,-0.0202863569317024,0.0145735496490673,yahoo_latest,baseline_momentum_quantile,4.854566084664891,0.1836832096727523,-0.0748017319991115,-0.1229839357245442,0.0350052558945365,-0.0157237316002598,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,False,True,nan,2026-02-08 01:00:00+00:00,,,,cash,0.0697198131615396,67.52968036529681,0.0733866312968576,Short,0.3137152582599884,-0.3137152582599884,0.0182863569317024,2.346596697455178,0.002,0.0697198131615395,0.0733866312968576,0.8532267374062847,0.6752968036529681,1.0,True,short_signal,model,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,False,True,,2026-02-08 01:00:00+00:00,,,
AAPL,Apple Inc.,AAPL Apple Inc.,us_equity,sp500,yahoo,AAPL,us_equity:aapl,Apple Inc.,us_equity,AAPL,yahoo,America/New_York,3d,278.58,280.3928105064826,0.0065073246696913,1.8128105064826057,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,278.58,-0.0291420034041842,0.0065073246696913,0.042156652743567,eastmoney_quote:105.AAPL,baseline_momentum_quantile,29.03953478505329,0.0215610176800344,0.0831680836912489,0.0669029981695297,-0.0073240424087177,-0.0160798040311573,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,4089871981200.0,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,30.0,16.529680365296812,20.0,16.0,82.52968036529681,82.52968036529681,3,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0712986561477513,82.52968036529681,0.692836866509095,Long,0.17153377091255975,0.17153377091255975,0.0045073246696913,1.2556505064826022,0.002,0.0712986561477512,0.692836866509095,0.3856737330181901,0.8252968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ABBV,AbbVie,ABBV AbbVie,us_equity,sp500,yahoo,ABBV,us_equity:abbv,AbbVie,us_equity,ABBV,yahoo,America/New_York,3d,220.5399932861328,221.92803526989917,0.0062938334362123,1.3880419837663285,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,220.5399932861328,-0.0252372237949743,0.0062938334362123,0.0378248906673991,yahoo_latest,baseline_momentum_quantile,5.396079053887677,0.0975530367474691,-0.0677206815936533,-0.0009513327921503,-0.0157984094060092,-0.0142222377970774,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0630621144623735,67.52968036529681,0.6871285908914385,Long,0.1438652877119246,0.1438652877119246,0.0042938334362123,0.9469619971940333,0.002,0.0630621144623734,0.6871285908914385,0.37425718178287704,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ABNB,Airbnb,ABNB Airbnb,us_equity,sp500,yahoo,ABNB,us_equity:abnb,Airbnb,us_equity,ABNB,yahoo,America/New_York,3d,118.175,114.7837118037872,-0.0286971711124416,-3.391288196212784,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,118.175,-0.0771017194926429,-0.0286971711124416,0.0197073772677596,eastmoney_quote:105.ABNB,baseline_momentum_quantile,25.01019291534365,0.1183431952662722,-0.0270804261534066,-0.1561362835182428,0.0514405234789548,-0.0218331086228996,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,72742592415.3,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,12.0,16.529680365296812,20.0,16.0,64.52968036529681,64.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.0968090967604026,64.52968036529681,0.0269318010122673,Short,0.2824333654188757,-0.2824333654188757,0.026697171112441603,3.1549381962127865,0.002,0.0968090967604025,0.0269318010122673,0.9461363979754654,0.6452968036529682,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ABT,Abbott Laboratories,ABT Abbott Laboratories,us_equity,sp500,yahoo,ABT,us_equity:abt,Abbott Laboratories,us_equity,ABT,yahoo,America/New_York,3d,112.53250122070312,113.72145571878636,0.0105654320768309,1.188954498083234,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,112.53250122070312,-0.0442310210630719,0.0105654320768309,0.0653618852167338,yahoo_latest,baseline_momentum_quantile,4.723242079660564,0.1974575649619379,-0.1538273812125866,-0.0946701652626248,-0.040041630264864,-0.0247162085710622,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,,,,,,,,,,,low,False,True,nan,,,,,cash,0.1095929062798057,67.52968036529681,0.7892946538434075,Long,0.16876895149677032,0.16876895149677032,0.0085654320768309,0.963889495641823,0.002,0.1095929062798057,0.7892946538434075,0.5785893076868149,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group,ACGL Arch Capital Group,us_equity,sp500,yahoo,ACGL,us_equity:acgl,Arch Capital Group,us_equity,ACGL,yahoo,America/New_York,3d,97.796,97.38013153215248,-0.0042524077451789,-0.415868467847531,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,97.796,-0.0383811713365001,-0.0042524077451789,0.0298763558461422,eastmoney_quote:105.ACGL,baseline_momentum_quantile,24.2817125327062,0.6896551724137931,0.0985069751404046,0.0780545001199841,0.0227204030648938,-0.0153939459738737,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,35108620400.0,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,6.0,16.529680365296812,20.0,16.0,58.52968036529681,58.52968036529681,3,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.0682575271826424,58.52968036529681,0.3701552220396186,Short,0.08355575577199949,-0.08355575577199949,0.0022524077451789,0.22027646784751573,0.002,0.0682575271826423,0.3701552220396186,0.2596895559207628,0.5852968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ACN,Accenture,ACN Accenture,us_equity,sp500,yahoo,ACN,us_equity:acn,Accenture,us_equity,ACN,yahoo,America/New_York,3d,230.3699951171875,224.24570951181232,-0.0265845628127907,-6.124285605375178,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,230.3699951171875,-0.0960280480281317,-0.0265845628127907,0.0428589224025502,yahoo_latest,baseline_momentum_quantile,5.439686690815039,0.4096407298535849,-0.0571744349270776,-0.1677384202433864,0.0466790774434238,-0.0313228241269866,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.1388869704306819,67.52968036529681,0.0347881650353633,Short,0.23561908299399917,-0.23561908299399917,0.0245845628127907,5.663545615140783,0.002,0.1388869704306819,0.0347881650353633,0.9304236699292734,0.6752968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ADBE,Adobe Inc.,ADBE Adobe Inc.,us_equity,sp500,yahoo,ADBE,us_equity:adbe,Adobe Inc.,us_equity,ADBE,yahoo,America/New_York,3d,257.435,246.96241554781173,-0.0406804997462981,-10.472584452188272,2026-02-16 13:10 -0500,2026-02-16 18:10 UTC,257.435,-0.0907417279685834,-0.0406804997462981,0.0093807284759871,eastmoney_quote:105.ADBE,baseline_momentum_quantile,25.383653747910977,0.11001100110011,-0.267397897267041,-0.1691833601062488,0.079421533075476,-0.0225803621797654,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,105677067500.0,1255.0,0.0449010654490106,2026-02-11 18:10:58 UTC,True,True,True,True,True,True,True,True,18.0,16.529680365296812,20.0,16.0,70.52968036529681,70.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.1001224564445706,70.52968036529681,0.0061504385015044,Short,0.3164345640912381,-0.3164345640912381,0.0386804997462981,9.95771445218825,0.002,0.1001224564445705,0.0061504385015044,0.9876991229969913,0.7052968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ADI,Analog Devices,ADI Analog Devices,us_equity,sp500,yahoo,ADI,us_equity:adi,Analog Devices,us_equity,ADI,yahoo,America/New_York,3d,336.79,345.7891151042694,0.0267202562554391,8.999115104269379,2026-02-16 13:11 -0500,2026-02-16 18:11 UTC,336.79,-0.013280592265776,0.0267202562554391,0.0667211047766543,eastmoney_quote:105.ADI,baseline_momentum_quantile,25.82657283014671,0.2053388090349076,0.3932015139456568,0.1366767396003938,-0.050727140054197,-0.0180425786418257,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,164565224510.05002,1255.0,0.0449010654490106,2026-02-11 18:11:11 UTC,True,True,True,True,True,True,True,True,24.0,16.529680365296812,20.0,16.0,76.52968036529681,76.52968036529681,3,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0800016970424303,76.52968036529681,0.9657769010388536,Long,0.3637284387804666,0.3637284387804666,0.024720256255439103,8.325535104269337,0.002,0.08000169704243029,0.9657769010388536,0.9315538020777072,0.7652968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ADM,Archer Daniels Midland,ADM Archer Daniels Midland,us_equity,sp500,yahoo,ADM,us_equity:adm,Archer Daniels Midland,us_equity,ADM,yahoo,America/New_York,3d,69.1500015258789,70.21838667377091,0.0154502548708139,1.068385147892002,2026-02-16 13:11 -0500,2026-02-16 18:11 UTC,69.1500015258789,-0.0181727600658217,0.0154502548708139,0.0490732698074497,yahoo_latest,baseline_momentum_quantile,4.236278080176984,0.0,0.1698528305169582,0.0910381880802209,-0.0268786053819523,-0.0151658255661198,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 18:11:11 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0672460298732715,67.52968036529681,0.8733912343879353,Long,0.27908860564140164,0.27908860564140164,0.0134502548708139,0.9300851448402414,0.002,0.0672460298732714,0.8733912343879353,0.7467824687758706,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
