symbol,name,display,market,pool_key,provider,snapshot_symbol,instrument_id,name_snap,market_snap,symbol_snap,provider_snap,timezone,horizon_label,current_price,predicted_price,predicted_change_pct,predicted_change_abs,expected_date_market,expected_date_utc,model_base_price,q10_change_pct,q50_change_pct,q90_change_pct,price_source,prediction_method,size_factor,value_factor,growth_factor,momentum_factor,reversal_factor,low_vol_factor,size_factor_source,value_factor_source,growth_factor_source,market_cap_usd,history_bars,history_missing_rate,generated_at_utc,prediction_available,risk_factors_available,behavior_factors_available,factors_available,history_ok,missing_ok,liquidity_ok,hard_filter_pass,liquidity_score,data_quality_score,history_score,coverage_score,total_score_raw,total_score,factor_support_count,signal_pass,status,recommended_action,alerts,news_score_30m,news_count_30m,news_score_120m,news_count_120m,news_score_1440m,news_count_1440m,news_burst_zscore,news_pos_neg_ratio,news_conflict_score,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,timestamp_utc,news_latest_headlines,news_latest_providers,news_last_available_at_utc,market_type,volatility_score,confidence_score,p_up,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_cost_pct,policy_uncertainty_width,policy_p_up_used,policy_prob_strength,policy_confidence_used,policy_risk_scale,policy_allow_short,policy_reason,policy_p_up_source,news_gate_enabled,news_score_2h,news_score_24h,news_score_30m_news,news_count_30m_news,news_score_120m_news,news_count_120m_news,news_score_1440m_news,news_count_1440m_news,news_burst_zscore_news,news_pos_neg_ratio_news,news_conflict_score_news,news_risk_level_news,news_event_risk_news,news_gate_pass_news,news_reason_codes_news,timestamp_utc_news,news_latest_headlines_news,news_latest_providers_news,news_last_available_at_utc_news
A,Agilent Technologies,A Agilent Technologies,us_equity,sp500,yahoo,A,us_equity:a,Agilent Technologies,us_equity,A,yahoo,America/New_York,3d,127.88500213623048,125.10038219397111,-0.0217744058782828,-2.7846199422593543,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,127.88500213623048,-0.0566448199636909,-0.0217744058782828,0.0130960082071253,yahoo_latest,baseline_momentum_quantile,4.851131439287055,0.1864821589129141,-0.0779740090120368,-0.1259910078266989,0.0383139852233689,-0.0157284710616907,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,False,True,nan,2026-02-08 01:00:00+00:00,,,,cash,0.0697408281708163,67.52968036529681,0.0616991351751879,Short,0.32226554996405415,-0.32226554996405415,0.019774405878282802,2.5288499379868847,0.002,0.0697408281708162,0.0616991351751879,0.8766017296496242,0.6752968036529681,1.0,True,short_signal,model,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,False,True,,2026-02-08 01:00:00+00:00,,,
AAPL,Apple Inc.,AAPL Apple Inc.,us_equity,sp500,yahoo,AAPL,us_equity:aapl,Apple Inc.,us_equity,AAPL,yahoo,America/New_York,3d,279.891,282.3104235444451,0.0086441634223504,2.419423544445067,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,279.891,-0.0275500896371785,0.0086441634223504,0.0448384164818793,eastmoney_quote:105.AAPL,baseline_momentum_quantile,29.04422904089288,0.0214638334406525,0.0882821189996814,0.0719402400209676,-0.0120799900750814,-0.0163255951148722,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,4109116019512.0,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,30.0,16.529680365296812,20.0,16.0,82.52968036529681,82.52968036529681,3,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0723885061190578,82.52968036529681,0.7465924568314495,Long,0.2178156974679923,0.2178156974679923,0.006644163422350399,1.8596415444450758,0.002,0.0723885061190578,0.7465924568314495,0.49318491366289896,0.8252968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ABBV,AbbVie,ABBV AbbVie,us_equity,sp500,yahoo,ABBV,us_equity:abbv,AbbVie,us_equity,ABBV,yahoo,America/New_York,3d,221.8699951171875,223.85640503694083,0.0089530353967157,1.986409919753328,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,221.8699951171875,-0.0223086146197001,0.0089530353967157,0.0402146854131316,yahoo_latest,baseline_momentum_quantile,5.402091602756952,0.0921106854728938,-0.0620984215125707,0.0050735905648358,-0.0219243447720252,-0.0141007203533512,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0625233000328317,67.52968036529681,0.7538271979452582,Long,0.195864358373415,0.195864358373415,0.0069530353967157,1.542669929518944,0.002,0.0625233000328317,0.7538271979452582,0.5076543958905164,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ABNB,Airbnb,ABNB Airbnb,us_equity,sp500,yahoo,ABNB,us_equity:abnb,Airbnb,us_equity,ABNB,yahoo,America/New_York,3d,118.99,115.91042259709822,-0.0258809765770382,-3.0795774029017764,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,118.99,-0.0740766276899335,-0.0258809765770382,0.022314674535857,eastmoney_quote:105.ABNB,baseline_momentum_quantile,25.017065794631414,0.117508813160987,-0.0206600917850905,-0.1505675938066335,0.0451809423468558,-0.0217388844873432,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,73244265466.44,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,12.0,16.529680365296812,20.0,16.0,64.52968036529681,64.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.0963913022257905,64.52968036529681,0.0378652003273377,Short,0.2765472377208507,-0.2765472377208507,0.0238809765770382,2.841597402901775,0.002,0.09639130222579051,0.0378652003273377,0.9242695993453246,0.6452968036529682,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ABT,Abbott Laboratories,ABT Abbott Laboratories,us_equity,sp500,yahoo,ABT,us_equity:abt,Abbott Laboratories,us_equity,ABT,yahoo,America/New_York,3d,112.22000122070312,113.26653181759728,0.0093257047363235,1.0465305968941436,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,112.22000122070312,-0.045401232027397,0.0093257047363235,0.0640526415000441,yahoo_latest,baseline_momentum_quantile,4.720461241200594,0.1996862056499959,-0.1561771818524253,-0.0971842440424127,-0.037153460127951,-0.0246848528691076,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,,,,,,,,,,,low,False,True,nan,,,,,cash,0.1094538735274412,67.52968036529681,0.7623692630398448,Long,0.15317157847472765,0.15317157847472765,0.007325704736323499,0.8220905944527338,0.002,0.1094538735274411,0.7623692630398448,0.5247385260796895,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group,ACGL Arch Capital Group,us_equity,sp500,yahoo,ACGL,us_equity:acgl,Arch Capital Group,us_equity,ACGL,yahoo,America/New_York,3d,97.215,96.52130611914556,-0.0071356671383475,-0.6936938808544539,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,97.215,-0.0415897776991836,-0.0071356671383475,0.0273184434224885,eastmoney_quote:105.ACGL,baseline_momentum_quantile,24.27575796700034,0.6944444444444444,0.0913223432826642,0.0710036348262499,0.0291121641414789,-0.0155406953179592,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,34900185000.0,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,6.0,16.529680365296812,20.0,16.0,58.52968036529681,58.52968036529681,3,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.0689082211216722,58.52968036529681,0.2907058494043413,Short,0.1341061773020566,-0.1341061773020566,0.0051356671383475,0.4992638808544522,0.002,0.06890822112167211,0.2907058494043413,0.4185883011913174,0.5852968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ACN,Accenture,ACN Accenture,us_equity,sp500,yahoo,ACN,us_equity:acn,Accenture,us_equity,ACN,yahoo,America/New_York,3d,230.8950042724609,224.97557280829565,-0.0256368970944915,-5.919431464165285,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,230.8950042724609,-0.094818515519086,-0.0256368970944915,0.0435447213301029,yahoo_latest,baseline_momentum_quantile,5.44196308023406,0.4082953114905305,-0.0550257520951952,-0.1658417107837527,0.0445064758769684,-0.0312047078284481,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.1383632368491889,67.52968036529681,0.0389925283497029,Short,0.23404126325249833,-0.23404126325249833,0.023636897094491502,5.457641455620334,0.002,0.1383632368491889,0.0389925283497029,0.9220149433005942,0.6752968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ADBE,Adobe Inc.,ADBE Adobe Inc.,us_equity,sp500,yahoo,ADBE,us_equity:adbe,Adobe Inc.,us_equity,ADBE,yahoo,America/New_York,3d,259.83,250.1166169977732,-0.0373836085218287,-9.713383002226776,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,259.83,-0.0868967817391843,-0.0373836085218287,0.0121295646955267,eastmoney_quote:105.ADBE,baseline_momentum_quantile,25.39291405786782,0.1089324618736383,-0.2616365628150424,-0.1626496462213756,0.0721819136183727,-0.0223331592855256,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,106660215000.0,1255.0,0.0449010654490106,2026-02-11 17:27:04 UTC,True,True,True,True,True,True,True,True,18.0,16.529680365296812,20.0,16.0,70.52968036529681,70.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.099026346434711,70.52968036529681,0.0092581380394753,Short,0.31633332826981997,-0.31633332826981997,0.035383608521828695,9.193723002226749,0.002,0.099026346434711,0.0092581380394753,0.9814837239210494,0.7052968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ADI,Analog Devices,ADI Analog Devices,us_equity,sp500,yahoo,ADI,us_equity:adi,Analog Devices,us_equity,ADI,yahoo,America/New_York,3d,336.12,344.9685525160989,0.026325575735151,8.848552516098948,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,336.12,-0.0135216551372788,0.026325575735151,0.0661728066075809,eastmoney_quote:105.ADI,baseline_momentum_quantile,25.82458147849075,0.2057613168724279,0.3920222047046724,0.1357145719817079,-0.049837726560445,-0.017973288648952,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,164237843351.4,1255.0,0.0449010654490106,2026-02-11 17:27:18 UTC,True,True,True,True,True,True,True,True,24.0,16.529680365296812,20.0,16.0,76.52968036529681,76.52968036529681,3,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0796944617448598,76.52968036529681,0.9641082794174076,Long,0.3631084120928228,0.3631084120928228,0.024325575735150998,8.176312516098953,0.002,0.0796944617448597,0.9641082794174076,0.9282165588348152,0.7652968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ADM,Archer Daniels Midland,ADM Archer Daniels Midland,us_equity,sp500,yahoo,ADM,us_equity:adm,Archer Daniels Midland,us_equity,ADM,yahoo,America/New_York,3d,69.66000366210938,70.96797097330882,0.0187764462020965,1.307967311199448,2026-02-16 12:27 -0500,2026-02-16 17:27 UTC,69.66000366210938,-0.015212522615267,0.0187764462020965,0.05276541501946,yahoo_latest,baseline_momentum_quantile,4.243626317509047,0.0,0.1784808482967643,0.0990849240795206,-0.0344521450903811,-0.0153308908563926,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:27:18 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0679779376347271,67.52968036529681,0.9126999202084948,Long,0.3069775031756227,0.3069775031756227,0.0167764462020965,1.168647303875223,0.002,0.067977937634727,0.9126999202084948,0.8253998404169895,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
