total_return,cagr,max_drawdown,sharpe,sortino,volatility,win_rate,avg_win_loss_ratio,profit_factor,expectancy,exposure,trades_count,turnover_avg,market,symbol,strategy,fold,period_start,period_end
-0.011239625187520863,-0.046364467383249286,-0.013841817092367092,-1.8140133807366186,-2.427986630390062,0.025982137420825183,0.3225806451612903,1.4690110685304016,0.6995290802525722,-0.0002981287300709113,0.5166666666666667,40,0.049477941000702935,us_equity,A,policy,0,2021-10-29 13:30:00+00:00,2022-01-25 14:30:00+00:00
-0.18914324154239615,-0.5854610035190834,-0.1996384233768479,-3.7884772998493124,-5.702120890193287,0.22530455457056553,0.4,0.8284969254438117,0.5523312836292078,-0.0033871475815208246,1.0,1,0.016666666666666666,us_equity,A,buy_hold,0,2021-10-29 13:30:00+00:00,2022-01-25 14:30:00+00:00
-0.052485486439612705,-0.20262859301495773,-0.136668067583133,-1.301741520820066,-1.716576417525222,0.1635741679063269,0.4838709677419355,0.8085104289728673,0.757978527162063,-0.0016354169439113568,0.5166666666666667,3,0.08333333333333333,us_equity,A,ma_crossover,0,2021-10-29 13:30:00+00:00,2022-01-25 14:30:00+00:00
-0.3004383774587377,-0.7770183623402718,-0.31444691441042394,-6.721734718513499,-9.707622943590403,0.21900217605606342,0.3220338983050847,0.7354624412925637,0.3493446596139677,-0.0059405751825102795,0.9833333333333333,29,0.95,us_equity,A,naive_prev_bar,0,2021-10-29 13:30:00+00:00,2022-01-25 14:30:00+00:00
-0.00411828076287879,-0.017183150196102503,-0.09551387780630605,0.03304991198035397,0.0590306430342699,0.2222572620019699,0.48333333333333334,1.0745824701519846,1.0052545688518568,2.914913867523624e-05,1.0,3,0.08333333333333333,us_equity,A,lux_machine_supertrend,0,2021-10-29 13:30:00+00:00,2022-01-25 14:30:00+00:00
-0.009583495596820146,-0.03963781900494401,-0.01676129190253639,-1.3896528317162464,-1.3082774443630707,0.0288030098135743,0.5,0.7451469577129108,0.7451469577129107,-0.00027636392880919596,0.4666666666666667,37,0.03851632429870243,us_equity,A,policy,1,2022-01-26 14:30:00+00:00,2022-04-21 13:30:00+00:00
-0.06545968564985527,-0.24749087379160517,-0.10543760088789023,-0.7927098588163017,-1.3941728711151031,0.30118659304774775,0.5,0.8868595771260668,0.8868595771260667,-0.0009474348478263617,1.0,1,0.016666666666666666,us_equity,A,buy_hold,1,2022-01-26 14:30:00+00:00,2022-04-21 13:30:00+00:00
-0.13661110156337675,-0.4604059742828561,-0.19762163253697462,-2.6842278861264894,-4.043465354255125,0.22051246543360198,0.3225806451612903,1.1966857777195996,0.5698503703426665,-0.004546126796892303,0.5166666666666667,3,0.08333333333333333,us_equity,A,ma_crossover,1,2022-01-26 14:30:00+00:00,2022-04-21 13:30:00+00:00
-0.003986339983742759,-0.01663615283882791,-0.14128227136463356,0.09650792356679716,0.1647900980387693,0.30350787036515514,0.4915254237288136,1.0500935156085762,1.0150903984216237,0.00011820385131203204,0.9833333333333333,30,0.9833333333333333,us_equity,A,naive_prev_bar,1,2022-01-26 14:30:00+00:00,2022-04-21 13:30:00+00:00
-0.12578287790407716,-0.43140754259493497,-0.20409263110280096,-1.703297454416046,-3.03905136770743,0.3039732106797118,0.43333333333333335,1.0077634875774508,0.7706426669709918,-0.0020545904601643834,1.0,3,0.08333333333333333,us_equity,A,lux_machine_supertrend,1,2022-01-26 14:30:00+00:00,2022-04-21 13:30:00+00:00
-0.014398727103959175,-0.059096088494891896,-0.015150756024659984,-5.594761045957316,-5.682346147241261,0.010875835998193932,0.3611111111111111,0.5566917499296755,0.31465185865590356,-0.0003640632518299193,0.6,48,0.031220384799116135,us_equity,A,policy,2,2022-04-22 13:30:00+00:00,2022-07-19 13:30:00+00:00
0.06864289649649868,0.3215905776527497,-0.07444493214878134,1.020370523789761,1.6987717825357318,0.32530008256203835,0.5666666666666667,0.8961871011643898,1.1719369784457405,0.0013171691096534894,1.0,1,0.016666666666666666,us_equity,A,buy_hold,2,2022-04-22 13:30:00+00:00,2022-07-19 13:30:00+00:00
-0.15288518766478942,-0.5018529554717898,-0.17534249423182813,-3.7514274126925407,-4.597421270456301,0.18110639329543088,0.3225806451612903,0.9221138146801223,0.439101816514344,-0.005218183474826084,0.5166666666666667,3,0.08333333333333333,us_equity,A,ma_crossover,2,2022-04-22 13:30:00+00:00,2022-07-19 13:30:00+00:00
-0.06031783863815143,-0.2299478705542266,-0.11707465089512681,-0.643843560858091,-1.2271153014263245,0.32430683897898116,0.5084745762711864,0.87125194171932,0.9012951121234345,-0.0008426265941035467,0.9833333333333333,31,1.0166666666666666,us_equity,A,naive_prev_bar,2,2022-04-22 13:30:00+00:00,2022-07-19 13:30:00+00:00
