market,instrument_id,name,status,recommended_action,alerts,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,factor_support_count,hard_filter_pass
us_equity,us_equity:a,Agilent Technologies,Watch,Monitor/Reduce,predicted_change_non_positive,-0.016135375713550393,Short,0.28010680295988616,-0.28010680295988616,0.014135375713550393,1.8234634670480008,short_signal,0.0,0.0,0.0,0.0,0.0,low,False,True,nan,1,True
us_equity,us_equity:aapl,Apple Inc.,Active,Keep/Open,,0.009009110931510467,Long,0.22852625587609365,0.22852625587609365,0.007009110931510467,1.9182534797357846,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:abbv,AbbVie,Watch,Monitor/Reduce,predicted_change_non_positive,-0.004540005230405431,Short,0.10628119003574193,-0.10628119003574193,0.0025400052304054305,0.5649987696525686,short_signal,,,,,,low,False,True,nan,2,True
us_equity,us_equity:abnb,Airbnb,Watch,Monitor/Reduce,predicted_change_non_positive,-0.012437480865339245,Short,0.19235702182244374,-0.19235702182244374,0.010437480865339245,1.255837697717618,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:abt,Abbott Laboratories,Watch,Monitor/Reduce,,0.006470606882946317,Long,0.11166557919312589,0.11166557919312589,0.004470606882946317,0.5019597353599287,long_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:acgl,Arch Capital Group,Active,Keep/Open,,0.007680710828224191,Long,0.1375687767464949,0.1375687767464949,0.005680710828224191,0.555857554541737,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:acn,Accenture,Watch,Monitor/Reduce,predicted_change_non_positive,-0.007598410789982024,Short,0.1138430042452201,-0.1138430042452201,0.005598410789982024,1.348433226292069,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adbe,Adobe Inc.,Watch,Monitor/Reduce,predicted_change_non_positive,-0.02078469129149496,Short,0.2637619162255837,-0.2637619162255837,0.01878469129149496,4.9717442441199715,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adi,Analog Devices,Active,Keep/Open,,0.022843301201763255,Long,0.3591094607549869,0.3591094607549869,0.020843301201763254,6.77740781876534,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:adm,Archer Daniels Midland,Active,Keep/Open,,0.012713738631753735,Long,0.24393586442852408,0.24393586442852408,0.010713738631753735,0.7351767743371033,long_signal,,,,,,low,False,True,nan,2,True
