branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,0,0.0,0.0,0.0
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,1625,-0.00033859263972228125,-2.6694643715704656,0.09817351598173515
hourly,2,0.55,0.45,0,0.0,0.0,0.0
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,86,1.1614476620023818e-05,0.09156853367226778,0.005707762557077625
hourly,4,0.55,0.45,0,0.0,0.0,0.0
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,154,-0.0006581679100961667,-0.21653724242163885,0.23404255319148937
daily,1,0.55,0.45,4,-7.840970092212706e-05,-0.025796791603379804,0.00303951367781155
daily,1,0.58,0.42,0,0.0,0.0,0.0
daily,3,0.52,0.48,288,-0.0015349779334597716,-0.5050077401082649,0.3981762917933131
daily,3,0.55,0.45,247,-0.001989513381336487,-0.6545499024597043,0.3252279635258359
daily,3,0.58,0.42,210,-0.001981783115953681,-0.652006645148761,0.2674772036474164
daily,7,0.52,0.48,325,-0.003626135615420188,-1.1929986174732419,0.3981762917933131
daily,7,0.55,0.45,308,-0.0034892989898070003,-1.147979367646503,0.3768996960486322
daily,7,0.58,0.42,282,-0.003469602735374302,-1.1414992999381453,0.3373860182370821
